File Path,Topological Index,Parent Count,Vulnerable Commit Hash,Vulnerable Tag Name,Vulnerable Author Date,Vulnerable Changed Lines,Vulnerable File Functions,Vulnerable File Classes,Neutral Commit Hash,Neutral Tag Name,Neutral Author Date,Neutral Changed Lines,Neutral File Functions,Neutral File Classes,CVEs,Last Change Commit Hashes
posix/fnmatch.c,7,1,d22e4cc9397ed41534c9422d0b0ffef8c77bfa53,glibc-2.13,2010-08-08 04:24:05,"[[1, 1], [43, 43], [332, 332], [333, 333], [334, 334], [346, 346], [368, 368], [369, 369], [382, 382], [385, 388], [403, 404], [409, 410], [415, 415]]",,,f15ce4d8dc139523fe0c273580b604b2453acba6,glibc-2.13,2010-08-10 04:09:37,"[[1, 1], [44, 49], [339, 339], [341, 341], [343, 343], [355, 356], [378, 379], [381, 382], [395, 396], [399, 406], [421, 429], [434, 441], [446, 446]]",,,"[""CVE-2011-1071""]","[""701666b77d9bc02a8dce61adcf02d2b929a2f95a""]"
posix/fnmatch_loop.c,7,1,d22e4cc9397ed41534c9422d0b0ffef8c77bfa53,glibc-2.13,2010-08-08 04:24:05,"[[1, 1], [31, 31], [34, 34], [40, 40], [46, 46], [70, 73], [102, 105], [194, 194], [203, 203], [217, 217], [752, 752], [974, 976], [1055, 1055], [1061, 1061], [1065, 1065], [1067, 1067], [1073, 1074], [1091, 1092], [1105, 1108], [1110, 1112], [1113, 1113], [1134, 1135], [1146, 1146], [1154, 1154], [1163, 1163], [1165, 1165], [1170, 1170], [1173, 1174], [1186, 1186], [1188, 1188], [1192, 1192], [1202, 1202], [1212, 1212], [1214, 1214], [1219, 1219], [1222, 1222], [1226, 1226]]",,"[{""Name"": ""STRUCT"", ""Signature"": ""STRUCT"", ""Lines"": [20, 25], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",f15ce4d8dc139523fe0c273580b604b2453acba6,glibc-2.13,2010-08-10 04:09:37,"[[1, 1], [31, 31], [34, 35], [41, 41], [48, 48], [72, 73], [102, 103], [192, 192], [201, 201], [215, 215], [750, 750], [972, 973], [1052, 1052], [1059, 1059], [1064, 1064], [1067, 1067], [1073, 1077], [1094, 1098], [1111, 1119], [1121, 1128], [1130, 1131], [1152, 1154], [1165, 1165], [1173, 1173], [1182, 1183], [1185, 1185], [1190, 1191], [1194, 1196], [1208, 1208], [1210, 1210], [1214, 1215], [1225, 1225], [1235, 1235], [1237, 1237], [1242, 1243], [1247, 1247], [1251, 1262]]",,"[{""Name"": ""STRUCT"", ""Signature"": ""STRUCT"", ""Lines"": [20, 25], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2011-1071""]","[""b7d1c5fa30247da1911913452b0ba89195638701""]"
posix/fnmatch.c,8,1,ccfe366e6fc64bb81183480bd2ae113041d3c84c,glibc-2.14,2011-03-18 09:15:00,"[[1, 1], [377, 377], [421, 421]]",,,8126d90480fa3e0c5c5cd0d02cb1c93174b45485,glibc-2.14,2011-03-18 09:29:20,"[[1, 1], [378, 382], [427, 432]]",,,"[""CVE-2011-1659""]","[""f15ce4d8dc139523fe0c273580b604b2453acba6""]"
sysdeps/posix/getaddrinfo.c,9,1,85188888f63b9fc7f40437baeed4c7d6e4f30e18,glibc-2.15,2011-08-04 19:40:16,"[[435, 435]]","[{""Name"": ""gaih_inet_serv"", ""Signature"": ""gaih_inet_serv(const char *, const struct gaih_typeproto *, const struct addrinfo *, struct gaih_servtuple *)"", ""Lines"": [150, 183], ""Vulnerable"": ""No""}, {""Name"": ""gaih_inet"", ""Signature"": ""gaih_inet(const char *, const struct gaih_service *, const struct addrinfo *, struct addrinfo **, unsigned int *)"", ""Lines"": [269, 1315], ""Vulnerable"": ""Yes""}, {""Name"": ""get_scope"", ""Signature"": ""get_scope(const struct sockaddr_in6 *)"", ""Lines"": [1372, 1414], ""Vulnerable"": ""No""}, {""Name"": ""match_prefix"", ""Signature"": ""match_prefix(const struct sockaddr_in6 *, const struct prefixentry *, int)"", ""Lines"": [1505, 1555], ""Vulnerable"": ""No""}, {""Name"": ""get_label"", ""Signature"": ""get_label(const struct sockaddr_in6 *)"", ""Lines"": [1558, 1563], ""Vulnerable"": ""No""}, {""Name"": ""get_precedence"", ""Signature"": ""get_precedence(const struct sockaddr_in6 *)"", ""Lines"": [1566, 1571], ""Vulnerable"": ""No""}, {""Name"": ""fls"", ""Signature"": ""fls(int)"", ""Lines"": [1575, 1584], ""Vulnerable"": ""No""}, {""Name"": ""rfc3484_sort"", ""Signature"": ""rfc3484_sort(const void *, const void *, void *)"", ""Lines"": [1587, 1826], ""Vulnerable"": ""No""}, {""Name"": ""in6aicmp"", ""Signature"": ""in6aicmp(const void *, const void *)"", ""Lines"": [1829, 1836], ""Vulnerable"": ""No""}, {""Name"": ""libc_freeres_fn"", ""Signature"": ""libc_freeres_fn(int)"", ""Lines"": [1854, 1876], ""Vulnerable"": ""No""}, {""Name"": ""free_prefixlist"", ""Signature"": ""free_prefixlist(struct prefixlist *)"", ""Lines"": [1893, 1902], ""Vulnerable"": ""No""}, {""Name"": ""free_scopelist"", ""Signature"": ""free_scopelist(struct scopelist *)"", ""Lines"": [1905, 1914], ""Vulnerable"": ""No""}, {""Name"": ""prefixcmp"", ""Signature"": ""prefixcmp(const void *, const void *)"", ""Lines"": [1917, 1928], ""Vulnerable"": ""No""}, {""Name"": ""scopecmp"", ""Signature"": ""scopecmp(const void *, const void *)"", ""Lines"": [1931, 1942], ""Vulnerable"": ""No""}, {""Name"": ""gaiconf_init"", ""Signature"": ""gaiconf_init()"", ""Lines"": [1945, 2308], ""Vulnerable"": ""No""}, {""Name"": ""gaiconf_reload"", ""Signature"": ""gaiconf_reload()"", ""Lines"": [2311, 2318], ""Vulnerable"": ""No""}, {""Name"": ""getaddrinfo"", ""Signature"": ""getaddrinfo(const char *, const char *, const struct addrinfo *, struct addrinfo **)"", ""Lines"": [2321, 2631], ""Vulnerable"": ""No""}]","[{""Name"": ""gaih_servtuple"", ""Signature"": ""gaih_servtuple"", ""Lines"": [86, 92], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""gaih_typeproto"", ""Signature"": ""gaih_typeproto"", ""Lines"": [97, 104], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""gaih"", ""Signature"": ""gaih"", ""Lines"": [129, 135], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""sort_result"", ""Signature"": ""sort_result"", ""Lines"": [1318, 1331], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""sort_result_combo"", ""Signature"": ""sort_result_combo"", ""Lines"": [1333, 1337], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""scopeentry"", ""Signature"": ""scopeentry"", ""Lines"": [1346, 1355], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1348, 1352], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""scopeentry"", ""Signature"": ""scopeentry"", ""Lines"": [1346, 1355], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1348, 1352], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""prefixentry"", ""Signature"": ""prefixentry"", ""Lines"": [1417, 1422], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""prefixlist"", ""Signature"": ""prefixlist"", ""Lines"": [1879, 1883], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""scopelist"", ""Signature"": ""scopelist"", ""Lines"": [1886, 1890], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",2e96f1c73b06e81da59ef7fffa426dc201875f31,glibc-2.15,2011-08-04 19:42:10,"[[435, 438]]","[{""Name"": ""gaih_inet_serv"", ""Signature"": ""gaih_inet_serv(const char *, const struct gaih_typeproto *, const struct addrinfo *, struct gaih_servtuple *)"", ""Lines"": [150, 183], ""Vulnerable"": ""No""}, {""Name"": ""gaih_inet"", ""Signature"": ""gaih_inet(const char *, const struct gaih_service *, const struct addrinfo *, struct addrinfo **, unsigned int *)"", ""Lines"": [269, 1318], ""Vulnerable"": ""No""}, {""Name"": ""get_scope"", ""Signature"": ""get_scope(const struct sockaddr_in6 *)"", ""Lines"": [1375, 1417], ""Vulnerable"": ""No""}, {""Name"": ""match_prefix"", ""Signature"": ""match_prefix(const struct sockaddr_in6 *, const struct prefixentry *, int)"", ""Lines"": [1508, 1558], ""Vulnerable"": ""No""}, {""Name"": ""get_label"", ""Signature"": ""get_label(const struct sockaddr_in6 *)"", ""Lines"": [1561, 1566], ""Vulnerable"": ""No""}, {""Name"": ""get_precedence"", ""Signature"": ""get_precedence(const struct sockaddr_in6 *)"", ""Lines"": [1569, 1574], ""Vulnerable"": ""No""}, {""Name"": ""fls"", ""Signature"": ""fls(int)"", ""Lines"": [1578, 1587], ""Vulnerable"": ""No""}, {""Name"": ""rfc3484_sort"", ""Signature"": ""rfc3484_sort(const void *, const void *, void *)"", ""Lines"": [1590, 1829], ""Vulnerable"": ""No""}, {""Name"": ""in6aicmp"", ""Signature"": ""in6aicmp(const void *, const void *)"", ""Lines"": [1832, 1839], ""Vulnerable"": ""No""}, {""Name"": ""libc_freeres_fn"", ""Signature"": ""libc_freeres_fn(int)"", ""Lines"": [1857, 1879], ""Vulnerable"": ""No""}, {""Name"": ""free_prefixlist"", ""Signature"": ""free_prefixlist(struct prefixlist *)"", ""Lines"": [1896, 1905], ""Vulnerable"": ""No""}, {""Name"": ""free_scopelist"", ""Signature"": ""free_scopelist(struct scopelist *)"", ""Lines"": [1908, 1917], ""Vulnerable"": ""No""}, {""Name"": ""prefixcmp"", ""Signature"": ""prefixcmp(const void *, const void *)"", ""Lines"": [1920, 1931], ""Vulnerable"": ""No""}, {""Name"": ""scopecmp"", ""Signature"": ""scopecmp(const void *, const void *)"", ""Lines"": [1934, 1945], ""Vulnerable"": ""No""}, {""Name"": ""gaiconf_init"", ""Signature"": ""gaiconf_init()"", ""Lines"": [1948, 2311], ""Vulnerable"": ""No""}, {""Name"": ""gaiconf_reload"", ""Signature"": ""gaiconf_reload()"", ""Lines"": [2314, 2321], ""Vulnerable"": ""No""}, {""Name"": ""getaddrinfo"", ""Signature"": ""getaddrinfo(const char *, const char *, const struct addrinfo *, struct addrinfo **)"", ""Lines"": [2324, 2634], ""Vulnerable"": ""No""}]","[{""Name"": ""gaih_servtuple"", ""Signature"": ""gaih_servtuple"", ""Lines"": [86, 92], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""gaih_typeproto"", ""Signature"": ""gaih_typeproto"", ""Lines"": [97, 104], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""gaih"", ""Signature"": ""gaih"", ""Lines"": [129, 135], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""sort_result"", ""Signature"": ""sort_result"", ""Lines"": [1321, 1334], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""sort_result_combo"", ""Signature"": ""sort_result_combo"", ""Lines"": [1336, 1340], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""scopeentry"", ""Signature"": ""scopeentry"", ""Lines"": [1349, 1358], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1351, 1355], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""scopeentry"", ""Signature"": ""scopeentry"", ""Lines"": [1349, 1358], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1351, 1355], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""prefixentry"", ""Signature"": ""prefixentry"", ""Lines"": [1420, 1425], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""prefixlist"", ""Signature"": ""prefixlist"", ""Lines"": [1882, 1886], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""scopelist"", ""Signature"": ""scopelist"", ""Lines"": [1889, 1893], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2013-7424""]","[""89f654c57b3b9a6aee480e25e37f88f06c898901""]"
stdio-common/vfscanf.c,10,1,e4899e7b9adbf74145f6530f6f57517f773e330c,glibc-2.15,2011-09-09 22:21:39,"[[267, 267], [271, 271], [274, 277], [673, 673], [714, 715], [761, 762], [831, 832], [882, 883], [995, 995], [1045, 1045], [1091, 1091], [1173, 1173], [1245, 1245], [2436, 2436], [2518, 2518], [2660, 2660], [2725, 2725], [2768, 2768], [2830, 2830], [2834, 2834], [2836, 2836], [2851, 2851]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2859], ""Vulnerable"": ""Yes""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2869, 2873], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]",3f8cc204fdd077da66ffc8e9595158b469e2b8e5,glibc-2.15,2011-09-10 01:26:05,"[[268, 268], [272, 272], [275, 300], [696, 699], [740, 744], [790, 794], [863, 868], [918, 922], [1034, 1037], [1087, 1090], [1136, 1139], [1221, 1224], [1296, 1299], [2490, 2493], [2575, 2578], [2720, 2723], [2788, 2791], [2834, 2837], [2900, 2902], [2906, 2906], [2907, 2907], [2921, 2921]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2929], ""Vulnerable"": ""No""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2939, 2943], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]","[""CVE-2011-5320""]","[""e4899e7b9adbf74145f6530f6f57517f773e330c""]"
time/tzfile.c,11,1,b813d73fd7bb94390b787e86138c1169b64ca1ff,glibc-2.15,2011-12-17 20:08:09,"[[236, 236], [241, 241], [244, 244], [246, 253]]","[{""Name"": ""decode"", ""Signature"": ""decode(const void *)"", ""Lines"": [71, 89], ""Vulnerable"": ""No""}, {""Name"": ""decode64"", ""Signature"": ""decode64(const void *)"", ""Lines"": [92, 100], ""Vulnerable"": ""No""}, {""Name"": ""__tzfile_read"", ""Signature"": ""__tzfile_read(const char *, int, char **)"", ""Lines"": [103, 504], ""Vulnerable"": ""Yes""}, {""Name"": ""__tzfile_default"", ""Signature"": ""__tzfile_default(const char *, const char *, long, long)"", ""Lines"": [510, 592], ""Vulnerable"": ""No""}, {""Name"": ""__tzfile_compute"", ""Signature"": ""__tzfile_compute(int, int, long *, int *, struct tm *)"", ""Lines"": [594, 794], ""Vulnerable"": ""No""}]","[{""Name"": ""ttinfo"", ""Signature"": ""ttinfo"", ""Lines"": [38, 45], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""leap"", ""Signature"": ""leap"", ""Lines"": [47, 51], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",97ac2654b2d831acaa18a2b018b0736245903fd2,glibc-2.15,2011-12-18 01:18:42,"[[237, 240], [245, 254], [258, 260], [262, 288]]","[{""Name"": ""decode"", ""Signature"": ""decode(const void *)"", ""Lines"": [71, 89], ""Vulnerable"": ""No""}, {""Name"": ""decode64"", ""Signature"": ""decode64(const void *)"", ""Lines"": [92, 100], ""Vulnerable"": ""No""}, {""Name"": ""__tzfile_read"", ""Signature"": ""__tzfile_read(const char *, int, char **)"", ""Lines"": [103, 539], ""Vulnerable"": ""No""}, {""Name"": ""__tzfile_default"", ""Signature"": ""__tzfile_default(const char *, const char *, long, long)"", ""Lines"": [545, 627], ""Vulnerable"": ""No""}, {""Name"": ""__tzfile_compute"", ""Signature"": ""__tzfile_compute(int, int, long *, int *, struct tm *)"", ""Lines"": [629, 829], ""Vulnerable"": ""No""}]","[{""Name"": ""ttinfo"", ""Signature"": ""ttinfo"", ""Lines"": [38, 45], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""leap"", ""Signature"": ""leap"", ""Lines"": [47, 51], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2009-5029""]","[""82af0fa8de8201803ac670fa0de7d702ce9f0f18""]"
stdio-common/vfscanf.c,12,1,f5420cf0739d8eda529b0b4694826f9ccb828573,glibc-2.16-tps,2012-01-09 00:57:22,"[[1, 1], [277, 277]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2929], ""Vulnerable"": ""Yes""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2939, 2943], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]",20b38e0301279a37a3f1e769843933bcc0d5f736,glibc-2.16-tps,2012-01-09 01:13:35,"[[1, 1], [277, 277]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2929], ""Vulnerable"": ""No""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2939, 2943], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]","[""CVE-2011-5320""]","[""3f8cc204fdd077da66ffc8e9595158b469e2b8e5""]"
stdio-common/bug-vfprintf-nargs.c,13,1,c6922934363f44b88250567f52036d8e9972c255,glibc-2.16-tps,2012-03-03 13:20:24,,"[{""Name"": ""format_failed"", ""Signature"": ""format_failed(const char *, const char *)"", ""Lines"": [28, 45], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [47, 75], ""Vulnerable"": ""No""}]",,7c1f4834d398163d1ac8101e35e9c36fc3176e6e,glibc-2.16-tps,2012-03-05 09:17:22,"[[1, 78]]","[{""Name"": ""format_failed"", ""Signature"": ""format_failed(const char *, const char *)"", ""Lines"": [29, 46], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [48, 75], ""Vulnerable"": ""No""}]",,"[""CVE-2012-0864""]",
stdio-common/vfprintf.c,13,1,c6922934363f44b88250567f52036d8e9972c255,glibc-2.16-tps,2012-03-03 13:20:24,"[[237, 237], [1650, 1651], [1652, 1652], [1700, 1700], [1702, 1703], [1705, 1707], [1976, 1977]]","[{""Name"": ""_IO_vfprintf_internal"", ""Signature"": ""_IO_vfprintf_internal(int *, const char *, int)"", ""Lines"": [195, 1983], ""Vulnerable"": ""Yes""}, {""Name"": ""printf_unknown"", ""Signature"": ""printf_unknown(int *, const struct printf_info *, const void *const *)"", ""Lines"": [1987, 2035], ""Vulnerable"": ""No""}, {""Name"": ""_IO_helper_overflow"", ""Signature"": ""_IO_helper_overflow(int *, int)"", ""Lines"": [2122, 2152], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [1341, 1345], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1341, 1345], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]",7c1f4834d398163d1ac8101e35e9c36fc3176e6e,glibc-2.16-tps,2012-03-05 09:17:22,"[[238, 240], [1653, 1654], [1656, 1656], [1705, 1716], [1718, 1734], [1736, 1736], [2005, 2006]]","[{""Name"": ""_IO_vfprintf_internal"", ""Signature"": ""_IO_vfprintf_internal(int *, const char *, int)"", ""Lines"": [195, 2012], ""Vulnerable"": ""No""}, {""Name"": ""printf_unknown"", ""Signature"": ""printf_unknown(int *, const struct printf_info *, const void *const *)"", ""Lines"": [2016, 2064], ""Vulnerable"": ""No""}, {""Name"": ""_IO_helper_overflow"", ""Signature"": ""_IO_helper_overflow(int *, int)"", ""Lines"": [2151, 2181], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [1344, 1348], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1344, 1348], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]","[""CVE-2012-0864""]","[""59ba27a63ada3f46b71ec99a314dfac5a38ad6d2""]"
iconvdata/ibm930.c,14,1,1b671feb6115afbc90a7b37be4929d3e0394f311,glibc-2.16-tps,2012-06-06 00:31:24,"[[2, 2], [165, 165]]",,,6e230d11837f3ae7b375ea69d7905f0d18eb79e5,glibc-2.16-tps,2012-06-06 13:09:10,"[[2, 2], [165, 166]]",,,"[""CVE-2012-6656""]","[""59ba27a63ada3f46b71ec99a314dfac5a38ad6d2""]"
stdlib/strtod_l.c,15,1,1f529f7d8456f09109a8e942581f89f10a901ed0,glibc-2.17,2012-08-25 16:32:23,"[[62, 62], [75, 75], [177, 177], [182, 184], [189, 189], [235, 235], [260, 260], [274, 274], [303, 303], [338, 338], [358, 358], [416, 416], [438, 438], [770, 770], [792, 792], [797, 797], [820, 820], [824, 826], [828, 830], [834, 837], [846, 846], [864, 864], [933, 933], [975, 975], [1027, 1028], [1033, 1033], [1218, 1218], [1226, 1226]]","[{""Name"": ""round_and_return"", ""Signature"": ""round_and_return(int *, int, int, int, int, int)"", ""Lines"": [176, 264], ""Vulnerable"": ""Yes""}, {""Name"": ""str_to_mpn"", ""Signature"": ""str_to_mpn(const char *, int, int *, int *, int *, const char *, int, const char *)"", ""Lines"": [272, 362], ""Vulnerable"": ""Yes""}, {""Name"": ""__mpn_lshift_1"", ""Signature"": ""__mpn_lshift_1(int *, int, unsigned int, int)"", ""Lines"": [370, 389], ""Vulnerable"": ""No""}]",,d6e70f4368533224e66d10b7f2126b899a3fd5e4,glibc-2.17,2012-08-27 15:59:24,"[[63, 63], [75, 75], [177, 177], [182, 182], [188, 189], [236, 238], [264, 264], [278, 278], [308, 308], [343, 343], [363, 366], [424, 424], [446, 446], [778, 778], [800, 800], [806, 806], [829, 829], [833, 863], [865, 896], [900, 902], [911, 911], [930, 932], [1001, 1008], [1050, 1053], [1105, 1108], [1113, 1113], [1298, 1298], [1306, 1306]]","[{""Name"": ""round_and_return"", ""Signature"": ""round_and_return(int *, int, int, int, int, int)"", ""Lines"": [176, 268], ""Vulnerable"": ""No""}, {""Name"": ""str_to_mpn"", ""Signature"": ""str_to_mpn(const char *, int, int *, int *, int *, const char *, int, const char *)"", ""Lines"": [276, 370], ""Vulnerable"": ""No""}, {""Name"": ""__mpn_lshift_1"", ""Signature"": ""__mpn_lshift_1(int *, int, unsigned int, int)"", ""Lines"": [378, 397], ""Vulnerable"": ""No""}]",,"[""CVE-2012-3480""]","[""8f203e6cb695daa219f8148e81e108c2da8137d4""]"
stdlib/tst-strtod-overflow.c,15,1,1f529f7d8456f09109a8e942581f89f10a901ed0,glibc-2.17,2012-08-25 16:32:23,,"[{""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [28, 49], ""Vulnerable"": ""No""}]",,d6e70f4368533224e66d10b7f2126b899a3fd5e4,glibc-2.17,2012-08-27 15:59:24,"[[1, 48]]","[{""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [26, 45], ""Vulnerable"": ""No""}]",,"[""CVE-2012-3480""]",
